tax	barcode01	barcode02	barcode03	barcode04	barcode05	barcode06	barcode07	barcode08	barcode09	barcode10	barcode11	barcode12	barcode13	barcode14	barcode15	barcode16	barcode17	barcode18	barcode19	barcode20	barcode21	barcode22	barcode23	barcode24	unclassified	total
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus	87	127	5390	296	9	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	1	0	0	0	184	6262
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Chromatiales;Wenzhouxiangellaceae;Wenzhouxiangella	1	5420	122	40	2	0	0	0	0	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	6245
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter	1548	8	884	557	38	0	0	2	4	3032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	6232
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter	1	5	5563	281	0	0	0	0	1	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	6190
Bacteria;Bacteria_none;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Rhabdothermincola	1272	363	1227	1705	32	0	0	1	0	1327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	6073
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylocystis	249	21	3453	2004	7	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	6067
Bacteria;Bacteria_none;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Zavarzinella	1043	1	747	2029	94	0	0	1	0	1987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	6057
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Dokdonella	100	14	3038	863	8	0	0	1	0	1792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	6012
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Byssovorax	851	130	960	3013	16	0	0	0	2	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	5963
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium	150	61	3093	527	5	0	0	0	0	1932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	5938
Bacteria;Bacteria_none;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Edaphobacter	478	15	3174	1777	11	0	0	8	0	40	0	0	0	0	0	0	0	0	0	1	0	0	0	0	293	5797
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Kaistiaceae;Bauldia	707	262	2268	1987	35	0	0	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	5781
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Rhodocyclus	712	313	3045	1030	30	0	0	0	1	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	5757
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Sideroxydans	9	142	5311	17	0	0	0	0	0	54	0	0	0	1	0	0	0	0	0	0	0	0	0	0	182	5716
Bacteria;Bacteria_none;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter	1066	7	1532	1694	19	0	0	0	0	1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	5652
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Polyangium	497	215	1290	2669	8	0	0	0	0	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	5637
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Sorangium	456	698	1601	1772	18	0	0	0	0	847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	5559
Bacteria;Bacteria_none;Bacteroidota;Saprospiria;Saprospirales;Lewinellaceae;Flavilitoribacter	461	884	1545	694	28	0	1	0	0	1669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	5479
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Chroococcidiopsidales;Chroococcidiopsidales_Incertae_sedis;Compactococcus	105	3214	1786	14	1	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	5372
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Ideonella	233	9	2779	150	8	0	0	2	0	2043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	5362
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Pseudothauera	1099	20	2193	785	35	0	0	1	0	1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	5285
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Piscinibacter	127	8	4113	222	8	0	0	0	0	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	5265
Bacteria;Bacteria_none;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Caulifigura	667	1	1152	1285	59	0	0	0	0	1948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	5248
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Nostocales;Nostocaceae;Anabaena	13	63	4976	1	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	5239
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidibrevibacterium	224	0	2355	2411	3	1	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	5225
Bacteria;Bacteria_none;Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter	541	79	962	3104	24	0	0	1	0	339	0	0	0	0	0	0	0	0	0	0	1	0	0	0	124	5175
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Lysinibacillus	901	62	3683	174	19	0	0	0	2	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	5157
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Nevskiales;Steroidobacteraceae;Steroidobacter	1175	383	707	1866	36	0	0	0	0	776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	5078
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Deltaproteobacteria_Incertae_sedis;Dissulfurirhabdaceae;Dissulfurirhabdus	297	265	3390	787	6	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	4992
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Caldimonas	991	12	2212	992	48	0	0	0	0	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	4935
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax	18	3	4290	168	2	0	0	0	1	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	4913
Bacteria;Bacteria_none;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter	46	39	4058	273	1	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	4906
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Denitratisoma	705	39	1443	523	30	0	0	1	0	2058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	4890
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter	10	2	4689	12	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	4860
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Romboutsia	888	346	503	1726	34	0	0	0	0	1239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	4857
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatiglans	114	4356	136	126	3	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	4849
Bacteria;Bacteria_none;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Ginsengibacter	1248	5	3290	139	0	0	0	3	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	4828
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingorhabdus	4	2	4508	46	3	0	0	0	0	94	0	1	0	0	0	0	0	0	0	0	0	0	0	0	125	4783
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Calidifontimicrobium	324	73	2413	677	31	0	0	0	0	1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	4745
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacula	8	4627	8	16	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	4744
Bacteria;Bacteria_none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter	267	23	1562	301	24	0	0	6	1	2398	0	0	0	0	0	0	0	0	0	0	0	0	1	0	99	4682
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Draconibacterium	2	4557	8	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	4660
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Racemicystis	635	277	575	2377	13	0	0	0	0	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	4653
Bacteria;Bacteria_none;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae;Ilumatobacter	668	597	1109	686	23	0	0	0	0	1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	4545
Bacteria;Bacteria_none;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Anatilimnocola	585	15	564	2196	23	0	0	0	0	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	4524
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Micropepsales;Micropepsaceae;Rhizomicrobium	834	1	1855	1389	13	0	0	3	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	4508
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Lentimicrobiaceae;Lentimicrobium	84	3994	162	78	3	0	0	0	1	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	4495
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Gemmobacter	0	4	4241	59	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	4453
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geoalkalibacter	398	451	2343	1010	8	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	4407
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Oscillatoriales;Laspinemataceae;Laspinema	3	34	4238	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	4406
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Ferritrophicales;Ferritrophicaceae;Ferritrophicum	1006	15	691	1606	53	0	0	0	0	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	4306
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geothermobacter	415	967	1247	1437	8	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	4293
Bacteria;Bacteria_none;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidicapsa	529	22	2299	1237	22	0	0	1	0	35	0	0	0	0	0	1	0	0	0	0	1	0	0	0	123	4270
Bacteria;Bacteria_none;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus	540	16	1562	1145	17	0	0	0	0	878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	4247
Bacteria;Bacteria_none;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Paraflavitalea	951	2	711	793	80	0	0	1	0	1628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	4242
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus	5	87	2796	590	3	0	0	0	1	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	4164
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Chroococcidiopsidales;Aliterellaceae;Aliterella	48	2076	1801	22	1	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	4082
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Aestuariivirgaceae;Aestuariivirga	612	6	2064	778	12	0	0	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	4071
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Myxococcales;Vulgatibacteraceae;Vulgatibacter	194	31	3393	276	1	0	0	0	0	60	0	0	0	1	0	0	0	0	0	0	0	0	0	0	109	4065
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio	41	38	2018	102	6	0	0	0	0	1775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	4064
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum	225	54	1289	2197	4	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	4055
Bacteria;Bacteria_none;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacterium	350	9	2456	1023	6	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	3972
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Chiayiivirga	25	8	2690	262	12	0	0	0	0	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	3965
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Chromatiales;Woeseiaceae;Woeseia	67	3348	79	145	12	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	3965
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;Kofleria	772	99	838	1272	39	0	0	0	0	777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	3944
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylotenera	91	874	2009	91	4	0	0	0	0	759	0	0	0	0	0	0	0	0	0	0	1	0	0	0	91	3920
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Microlunatus	1990	42	340	731	23	0	0	0	0	649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	3858
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium	320	17	760	1831	7	0	0	0	0	760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	3792
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas	53	0	1631	152	3	0	0	0	0	1810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	3731
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Nostocales;Symphyonemataceae;Loriellopsis	95	1854	1589	19	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	3695
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocapsa	284	19	2318	919	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	3674
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Rhodoblastus	4	3	1371	2133	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	3646
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Simulacricoccus	825	44	714	1439	19	0	0	0	0	499	0	0	1	0	0	0	0	0	0	0	0	0	0	0	89	3630
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Yoonia	0	3514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	3584
Bacteria;Bacteria_none;Bacteroidota;Saprospiria;Saprospirales;Lewinellaceae;Lewinella	237	363	758	129	5	0	0	0	0	1939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	3568
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella	179	14	1625	1118	14	0	0	0	0	512	0	0	0	0	0	0	0	0	0	0	1	0	0	0	99	3562
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum	1510	5	476	1021	25	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	3541
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Dongia	638	7	996	1327	56	0	0	0	0	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	3525
Bacteria;Bacteria_none;Calditrichaeota;Calditrichaeota_Incertae_sedis;Calditrichaeota_Incertae_sedis_Incertae_sedis;Calditrichaeota_Incertae_sedis_Incertae_sedis_Incertae_sedis;Calorithrix	65	3140	110	74	1	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	3478
Bacteria;Bacteria_none;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Limnoglobus	450	3	328	682	43	0	0	0	0	1878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	3477
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Frankiales;Frankiaceae;Frankia	639	16	1008	1651	8	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	3442
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Pseudanabaenales;Leptolyngbyaceae;Thainema	116	331	2689	114	1	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	3438
Bacteria;Bacteria_none;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Agriterribacter	238	0	1997	482	21	0	0	0	1	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	3383
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Stigmatella	592	40	1316	1049	10	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	3381
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter	14	2639	530	79	2	0	0	0	1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	3378
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Desulfofundulus	264	15	1232	1741	6	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	3358
Bacteria;Bacteria_none;Acidobacteria;Blastocatellia;Blastocatellales;Pyrinomonadaceae;Arenimicrobium	1602	38	354	1092	15	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	3348
Bacteria;Bacteria_none;Elusimicrobia;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium	1012	161	837	619	47	0	0	1	0	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	3348
Bacteria;Bacteria_none;Gemmatimonadetes;Longimicrobia;Longimicrobiales;Longimicrobiaceae;Longimicrobium	973	565	343	1037	80	0	0	0	1	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	3266
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Archangium	589	39	1286	1017	15	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	3262
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Sideroxyarcus	13	30	3041	8	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	3254
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Oscillatoriales;Microcoleaceae;Microcoleus	21	287	2859	3	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3239
Bacteria;Bacteria_none;Verrucomicrobia;Terrimicrobia;Terrimicrobiales;Terrimicrobiaceae;Terrimicrobium	516	5	1592	889	1	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	3210
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Tsuneonella	111	10	2599	305	0	0	0	0	1	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	3197
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter	207	13	707	1542	8	0	0	4	0	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	3194
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiohalocapsa	10	3013	25	7	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	3162
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidisphaera	154	0	712	2199	4	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	3155
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Acetivibrio	217	1207	1002	520	22	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	3147
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Trichococcus	6	11	2883	1	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	3101
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Formivibrio	0	0	2955	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	3049
Bacteria;Bacteria_none;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Litorilinea	315	1304	646	285	19	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	3034
Bacteria;Bacteria_none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter	529	72	947	288	10	0	0	0	0	1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	3028
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_Incertae_sedis;Paucibacter	8	0	1460	91	1	0	0	0	0	1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	2993
Bacteria;Bacteria_none;Proteobacteria;Oligoflexia;Oligoflexales;Oligoflexaceae;Oligoflexus	445	45	285	1175	22	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	2993
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Syntrophales;Syntrophaceae;Syntrophus	283	568	661	1302	6	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	2986
Bacteria;Bacteria_none;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae;Desertimonas	919	3	626	482	33	0	0	0	0	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	2981
Bacteria;Bacteria_none;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Solitalea	594	21	928	343	12	0	0	0	0	996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	2975
Bacteria;Bacteria_none;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter	109	10	1177	1600	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	2971
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Oscillatoriales;Oscillatoriaceae;Oscillatoria	95	93	2685	4	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	2971
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Fuscovulum	0	1	2860	4	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	2963
Bacteria;Bacteria_none;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta	16	2705	149	4	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	2937
Bacteria;Bacteria_none;Acidobacteria;Holophagae;Holophagales;Holophagaceae;Geothrix	214	20	2253	123	3	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	2932
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiales_Incertae_sedis;Nordella	707	1	450	1420	27	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	1	0	0	0	77	2931
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Arthrobacter	715	18	1669	305	2	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	2931
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Carboxylicivirga	6	2825	24	5	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	2928
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella	315	410	1017	793	8	0	0	0	0	292	1	0	0	0	0	0	0	0	0	0	0	0	0	0	77	2913
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Neotabrizicola	1	5	2738	3	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	2896
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Mycetohabitans	352	0	1316	1049	17	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	2892
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Quisquiliibacterium	481	181	1432	558	7	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	2872
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium	249	38	1134	351	9	0	0	0	2	1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	2867
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Albitalea	25	7	2201	53	1	0	0	0	0	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	2860
