tax	barcode01	barcode02	barcode03	barcode04	barcode05	barcode06	barcode07	barcode08	barcode09	barcode10	barcode11	barcode12	barcode13	barcode14	barcode15	barcode16	barcode17	barcode18	barcode19	barcode20	barcode21	barcode22	barcode23	barcode24	unclassified	total
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Chroococcidiopsidales;Chroococcidiopsidales_Incertae_sedis;Pseudocyanosarcina	3	7	35	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	48
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Fructobacillus	10	7	21	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Aquabacter	5	0	10	26	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	48
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Actinocatenispora	3	5	25	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	48
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Thermotunica	7	0	7	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	48
Bacteria;Bacteria_none;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Edaphobaculum	9	4	8	13	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	48
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Emcibacterales;Emcibacteraceae;Luteithermobacter	4	2	13	21	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	48
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Aquisalimonas	3	29	1	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	48
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Thiomicrorhabdus	2	38	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	48
Bacteria;Bacteria_none;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae;Isosphaera	6	3	4	18	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	47
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halolactibacillus	4	10	19	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	47
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;Holospora	7	14	15	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	47
Bacteria;Bacteria_none;Chloroflexi;Chloroflexia;Chloroflexales;Oscillochloridaceae;Oscillochloris	1	1	40	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	47
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Roseospira	9	14	11	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	47
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Aliivibrio	0	45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	47
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Crocinitomicaceae;Wandonia	4	23	11	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	47
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Jeotgalibacillus	21	14	1	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Pleomorphomonadaceae;Methylobrevis	5	0	20	18	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Simiduia	0	15	10	4	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	47
Bacteria;Bacteria_none;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Calderihabitans	9	17	8	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	47
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Pleurocapsales;Hyellaceae;Waterburya	0	45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Viridibacillus	27	1	7	4	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	46
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Chroococcales;Chroococcaceae;Cryptococcum	0	17	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	46
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Niveispirillum	13	1	14	13	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ethanoligenens	4	1	33	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Monoglobus	6	15	13	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	46
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella	8	18	6	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Sporichthyales;Sporichthyaceae;Longivirga	5	4	19	4	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	46
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paludirhabdus	16	3	5	9	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	46
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Marinisporobacter	0	41	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	46
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Chroococcales;Microcystaceae;Microcystis	2	10	32	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
Bacteria;Bacteria_none;Balneolaeota;Balneolia;Balneolales;Balneolaceae;Aliifodinibius	0	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	46
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans	2	0	28	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	46
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;Arenicella	1	38	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	46
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Roseibium	2	30	7	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	45
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Tangfeifania	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Promicromonosporaceae;Isoptericola	3	5	3	25	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	45
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Magnetococcales;Magnetococcaceae;Magnetococcus	1	40	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	45
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Salinimonas	0	43	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	45
Bacteria;Bacteria_none;Firmicutes;Tissierellia;Tissierellales;Tissierellaceae;Keratinibaculum	10	28	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	45
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Acetobacterium	1	10	2	3	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	45
Bacteria;Bacteria_none;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Flaviaesturariibacter	29	0	9	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	45
Bacteria;Bacteria_none;Spirochaetes;Spirochaetia;Leptospirales;Leptospiraceae;Turneriella	3	15	8	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	45
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Mangroviflexus	0	38	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	45
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Amorphaceae;Acuticoccus	6	16	12	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	45
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Oscillatoriales;Oscillatoriales_Incertae_sedis;Potamolinea	0	0	42	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	45
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Nostocales;Symphyonemataceae;Symphyonema	5	3	29	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	45
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Psychroserpens	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Yeosuana	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	45
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfobaculum	4	18	7	6	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	44
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Oscillatoriales;Oscillatoriales_Incertae_sedis;Koinonema	1	22	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	44
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Elizabethkingia	4	33	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	44
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Mogibacterium	8	5	16	11	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	44
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Arsukibacterium	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfocicer	0	37	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	44
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	6	16	13	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	44
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Intrasporangiaceae;Lapillicoccus	14	0	7	17	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	43
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Oscillatoriales;Sirenicapillariaceae;Neolyngbya	0	1	35	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	43
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Geodermatophilales;Geodermatophilaceae;Klenkia	4	10	8	11	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
Bacteria;Bacteria_none;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Ereboglobus	1	0	4	4	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	43
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Silanimonas	7	2	13	10	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	43
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paucimonas	11	0	15	10	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	43
Bacteria;Bacteria_none;Actinobacteria;Nitriliruptoria;Salsipaludibacterales;Salsipaludibacteraceae;Salsipaludibacter	1	36	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	43
Bacteria;Bacteria_none;Firmicutes;Clostridia;Thermosediminibacterales;Thermosediminibacteraceae;Fervidicola	10	3	13	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
Bacteria;Bacteria_none;Firmicutes;Clostridia;Thermosediminibacterales;Thermosediminibacteraceae;Thermosediminibacter	19	5	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	43
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Arenibacter	0	27	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	42
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Oceanicoccus	1	37	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
Bacteria;Bacteria_none;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus	6	2	7	22	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	42
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Antarctobacter	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	42
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aequorivita	1	18	3	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	42
Bacteria;Bacteria_none;Firmicutes;Negativicutes;Selenomonadales;Sporomusaceae;Pelorhabdus	1	3	34	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	42
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudomarivita	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microcella	2	2	23	1	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
Bacteria;Bacteria_none;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Pinibacter	19	2	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	42
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Chromatiales;Halothiobacillaceae;Halothiobacillus	5	15	2	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Agaricicola	2	2	18	16	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Pseudanabaenales;Leptolyngbyaceae;Phormidesmis	3	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Oscillatoriales;Microcoleaceae;Porphyrosiphon	1	4	33	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Actibacterium	0	31	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	41
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhodovibrionaceae;Fodinicurvata	1	4	11	11	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	41
Bacteria;Bacteria_none;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Thalassoglobus	3	26	5	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
Bacteria;Bacteria_none;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium	1	26	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	40
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceaniglobus	0	30	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
Bacteria;Bacteria_none;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Reticulibacteraceae;Reticulibacter	1	0	36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	40
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiales_Incertae_sedis;Terrihabitans	1	0	2	34	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
Bacteria;Bacteria_none;Aquificae;Aquificae;Aquificales;Hydrogenothermaceae;Sulfurihydrogenibium	1	8	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	40
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Cryptosporangiales;Cryptosporangiaceae;Cryptosporangium	5	7	6	18	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
Bacteria;Bacteria_none;Thermodesulfobacteria;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae;Thermodesulfatator	3	3	4	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	40
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Proteinivoraceae;Anaerobranca	16	17	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Seongchinamella	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
Bacteria;Bacteria_none;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiales_Incertae_sedis;Anoxybacter	5	21	7	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	40
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Yangia	0	36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	40
Bacteria;Bacteria_none;Synergistetes;Synergistia;Synergistales;Synergistaceae;Thermanaerovibrio	4	16	7	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	39
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina	0	10	17	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	39
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Pseudosporangium	15	0	5	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	39
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Wangella	23	0	12	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	39
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Salinicoccus	9	14	8	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	39
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Tuberibacillus	24	1	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	39
Bacteria;Bacteria_none;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Flexithrix	5	32	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Tranquillimonas	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Dermabacteraceae;Brachybacterium	12	2	2	20	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	39
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Sagittula	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	39
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Massilioclostridium	2	0	6	11	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	39
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Marinilabiliales;Marinifilaceae;Labilibaculum	0	33	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
Bacteria;Bacteria_none;Dictyoglomi;Dictyoglomia;Dictyoglomales;Dictyoglomaceae;Dictyoglomus	8	9	16	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	38
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Asaia	1	1	15	17	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	38
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Cyanobacteria_Incertae_sedis_Incertae_sedis;Cyanobacteria_Incertae_sedis_Incertae_sedis_Incertae_sedis;Adonisia	4	9	22	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Phaeobacterium	0	31	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	38
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Kiloniellaceae;Aestuariispira	1	29	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	38
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Balneatrichaceae;Pokkaliibacter	0	0	3	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	38
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Salimesophilobacter	0	34	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	38
Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Altibacter	3	11	5	3	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	37
Bacteria;Bacteria_none;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Oceaniferula	8	10	3	12	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	37
Bacteria;Bacteria_none;Rhodothermaeota;Rhodothermia;Rhodothermales;Salisaetaceae;Roseithermus	1	25	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	37
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Hydrogenovibrio	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Cerasibacillus	24	1	2	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	37
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Tatlockia	15	0	12	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	37
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Chromatiales;Thioalkalispiraceae;Thiohalophilus	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	37
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Thalassobius	0	34	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	37
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Thalassocola	4	9	20	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	37
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Unclassified_Eubacteriales Family XIII. Incertae Sedis	0	36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Orrella	6	1	13	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	37
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micromonosporales;Micromonosporaceae;Rugosimonospora	6	0	24	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	37
Bacteria;Bacteria_none;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Deminuibacter	3	2	31	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
